PedidoEnviado;Barra;Qtd_Pedido;DataPedido;Qtd_Atendida;Qtd_Atendida_Not;NumeroNotaPedido;Observacao
18100375;7896658005435;6;14/04/2022;6;6;00000000000016081144;ATENDIDO
18100375;7896658007996;1;14/04/2022;0;;;FALTA DE ESTOQUE
18093523;7896658005176;2;14/04/2022;0;;;FALTA DE ESTOQUE
18093548;7896181913252;6;14/04/2022;6;6;00000000000006886536;ATENDIDO
18093548;7896181927655;12;14/04/2022;0;;;FALTA DE ESTOQUE
18093566;7896181918707;12;14/04/2022;12;12;00000000000006018946;ATENDIDO
18093566;7896181927600;12;14/04/2022;0;;;PRODUTO DESCONTINUADO
18093571;7896658035340;10;14/04/2022;10;10;00000000000006496877;ATENDIDO
18093580;7896658034220;1;14/04/2022;1;1;00000000000018782494;ATENDIDO
18093593;7896181914280;40;14/04/2022;0;;;FALTA DE ESTOQUE
18093615;7896181927044;2;14/04/2022;0;;;FALTA DE ESTOQUE
18093640;7896658001901;18;14/04/2022;18;18;00000000000016072027;ATENDIDO
18093644;7896658001918;34;14/04/2022;0;;;FALTA DE ESTOQUE
18093644;7896658026546;1;14/04/2022;1;1;00000000000016073727;ATENDIDO
18093669;7896658012303;6;14/04/2022;0;;;FALTA DE ESTOQUE
18093671;7896658019531;1;14/04/2022;0;;;FALTA DE ESTOQUE
18093672;7896658001901;16;14/04/2022;16;16;00000000000016073675;ATENDIDO
18093677;7896658001918;13;14/04/2022;0;;;FALTA DE ESTOQUE
18093682;7896658012419;3;14/04/2022;3;3;00000000000006885960;ATENDIDO
18093684;7896181915072;1;14/04/2022;1;1;00000000000016073808;ATENDIDO
18093684;7896658008825;2;14/04/2022;2;2;00000000000016073808;ATENDIDO
18093689;7896658002212;1;14/04/2022;1;1;00000000000016073684;ATENDIDO
18093689;7896658019562;1;14/04/2022;1;1;00000000000016073684;ATENDIDO
18093689;7896658024191;1;14/04/2022;1;1;00000000000016073684;ATENDIDO
18093698;7896658000089;1;14/04/2022;1;1;00000000000016073484;ATENDIDO
18093698;7896658002960;1;14/04/2022;1;1;00000000000016073484;ATENDIDO
18093698;7896658008801;1;14/04/2022;1;1;00000000000016073484;ATENDIDO
18093698;7896658023101;1;14/04/2022;1;1;00000000000016073484;ATENDIDO
18093700;7896658023361;4;14/04/2022;4;4;00000000000018782533;ATENDIDO
18093701;7896181915034;2;14/04/2022;2;2;00000000000016719158;ATENDIDO
18093705;7896658002076;2;14/04/2022;2;2;00000000000016074118;ATENDIDO
18093705;7896658008825;1;14/04/2022;1;1;00000000000016074118;ATENDIDO
18093705;7896658034220;4;14/04/2022;4;4;00000000000016074118;ATENDIDO
18093711;7896181915171;4;14/04/2022;0;;;FALTA DE ESTOQUE
18093711;7896658004858;2;14/04/2022;2;2;00000000000016072098;ATENDIDO
18093711;7896658007255;1;14/04/2022;0;;;FALTA DE ESTOQUE
18093711;7896658032431;1;14/04/2022;1;1;00000000000016072098;ATENDIDO
18093716;7896181915171;6;14/04/2022;0;;;FALTA DE ESTOQUE
18093719;7896181916451;1;14/04/2022;1;1;00000000000016075384;ATENDIDO
18093719;7896658021640;1;14/04/2022;0;;;FALTA DE ESTOQUE
18093719;7896658029608;1;14/04/2022;1;1;00000000000016075384;ATENDIDO
18093719;7896658033421;1;14/04/2022;1;1;00000000000016075384;ATENDIDO
18093728;7896658001925;10;14/04/2022;10;10;00000000000016073810;ATENDIDO
18093730;7896658016844;1;14/04/2022;1;1;00000000000016075403;ATENDIDO
18093730;7896658019531;1;14/04/2022;0;;;FALTA DE ESTOQUE
18093732;7896658001918;2;14/04/2022;0;;;FALTA DE ESTOQUE
18093732;7896658035944;1;14/04/2022;0;;;FALTA DE ESTOQUE
18093735;7896658013072;1;14/04/2022;0;;;FALTA DE ESTOQUE
18093744;7896181929178;3;14/04/2022;3;3;00000000000006017181;ATENDIDO
18093744;7896658004858;4;14/04/2022;4;4;00000000000006017181;ATENDIDO
18093744;7896658005145;3;14/04/2022;3;3;00000000000006017181;ATENDIDO
18093744;7896658025532;2;14/04/2022;0;;;FALTA DE ESTOQUE
18093744;7896658038129;2;14/04/2022;2;2;00000000000006017181;ATENDIDO
18093745;7896181915041;12;14/04/2022;12;12;00000000000006020035;ATENDIDO
18093748;7896658021121;3;14/04/2022;3;3;00000000000006020045;ATENDIDO
18093750;7896658008023;2;14/04/2022;2;2;00000000000016070870;ATENDIDO
18093750;7896658008825;3;14/04/2022;3;3;00000000000016070870;ATENDIDO
18093755;7896658002120;5;14/04/2022;0;;;FALTA DE ESTOQUE
18093756;7896658003172;1;14/04/2022;1;1;00000000000001469843;ATENDIDO
18093756;7896658003189;1;14/04/2022;0;;;FALTA DE ESTOQUE
18093756;7896658008740;6;14/04/2022;6;6;00000000000001469843;ATENDIDO
18093756;7896658012402;2;14/04/2022;2;2;00000000000001469843;ATENDIDO
18093756;7896658025129;2;14/04/2022;2;2;00000000000001469843;ATENDIDO
18093756;7896658029561;1;14/04/2022;1;1;00000000000001469843;ATENDIDO
18093763;7896658001925;5;14/04/2022;5;5;00000000000016070879;ATENDIDO
18093768;7896658004704;2;14/04/2022;2;2;00000000000016073579;ATENDIDO
18093770;7896658001925;2;14/04/2022;2;2;00000000000016073530;ATENDIDO
18093774;7896658012303;3;14/04/2022;0;;;FALTA DE ESTOQUE
18093775;7896658002700;1;14/04/2022;1;1;00000000000016073115;ATENDIDO
18093775;7896658015106;1;14/04/2022;1;1;00000000000016073115;ATENDIDO
18093776;7896181920410;120;14/04/2022;120;120;00000000000006884554;ATENDIDO
18093832;7896181920410;1;14/04/2022;0;;;FALTA DE ESTOQUE
18093848;7896181920410;2;14/04/2022;2;2;00000000000000305635;ATENDIDO
18093852;7896181920410;22;14/04/2022;22;22;00000000000000305521;ATENDIDO
18093854;7896181920410;2;14/04/2022;2;2;00000000000000305639;ATENDIDO
18093869;7896658001918;20;14/04/2022;0;;;FALTA DE ESTOQUE
18093869;7896658005459;1;14/04/2022;0;;;FALTA DE ESTOQUE
18093873;7896181920410;2;14/04/2022;2;2;00000000000000305593;ATENDIDO
18093874;7896181920410;14;14/04/2022;14;14;00000000000000305675;ATENDIDO
18093929;7896658001901;4;14/04/2022;4;4;00000000000016075360;ATENDIDO
18093929;7896658001925;5;14/04/2022;5;5;00000000000016075360;ATENDIDO
18093929;7896658023361;2;14/04/2022;0;;;FALTA DE ESTOQUE
18093965;7896658001918;4;14/04/2022;0;;;FALTA DE ESTOQUE
18093972;7896658036859;2;14/04/2022;2;2;00000000000000748950;ATENDIDO
18093976;7896181915171;3;14/04/2022;3;3;00000000000006017201;ATENDIDO
18093976;7896658004704;3;14/04/2022;0;;;FALTA DE ESTOQUE
18093976;7896658009518;6;14/04/2022;0;;;FALTA DE ESTOQUE
18093976;7896658016271;4;14/04/2022;4;4;00000000000006017201;ATENDIDO
18093976;7896658027802;1;14/04/2022;1;1;00000000000006017201;ATENDIDO
18093991;7896658023361;1;14/04/2022;0;;;FALTA DE ESTOQUE
18093998;7896658005459;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094003;7896658027604;3;14/04/2022;0;;;FALTA DE ESTOQUE
18094014;7896658038501;3;14/04/2022;3;3;00000000000006019938;ATENDIDO
18094016;7896658005312;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094016;7896658005466;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094018;7896658001901;5;14/04/2022;5;5;00000000000016070856;ATENDIDO
18094018;7896658001925;8;14/04/2022;8;8;00000000000016070856;ATENDIDO
18094018;7896658026546;1;14/04/2022;1;1;00000000000016070856;ATENDIDO
18094023;7896658001918;9;14/04/2022;0;;;FALTA DE ESTOQUE
18094026;7896181915188;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094026;7896658001741;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094026;7896658008023;5;14/04/2022;5;5;00000000000006016734;ATENDIDO
18094034;7896658023125;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094039;7896658026904;1;14/04/2022;1;1;00000000000006016837;ATENDIDO
18094039;7896658036019;1;14/04/2022;1;1;00000000000006016837;ATENDIDO
18094053;7896658005299;1;14/04/2022;1;1;00000000000016072023;ATENDIDO
18094065;7896658001901;1;14/04/2022;1;1;00000000000016073687;ATENDIDO
18094065;7896658001918;7;14/04/2022;0;;;FALTA DE ESTOQUE
18094065;7896658001925;5;14/04/2022;5;5;00000000000016073687;ATENDIDO
18094068;7896658027130;2;14/04/2022;0;;;FALTA DE ESTOQUE
18094074;7896658012303;2;14/04/2022;0;;;FALTA DE ESTOQUE
18094074;7896658023224;1;14/04/2022;1;1;00000000000016073420;ATENDIDO
18094087;7896658023361;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094111;7896181907534;1;14/04/2022;1;;;ATENDIDO
18094111;7896181915171;4;14/04/2022;4;4;00000000000006493360;ATENDIDO
18094132;7896658038129;1;14/04/2022;1;1;00000000000016720207;ATENDIDO
18094193;7896658002700;1;14/04/2022;1;1;00000000000018788288;ATENDIDO
18094193;7896658006760;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094193;7896658026195;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094193;7896658037009;1;14/04/2022;1;1;00000000000018788288;ATENDIDO
18094219;7896181918363;5;14/04/2022;0;;;FALTA DE ESTOQUE
18094291;7896658035944;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094296;7896181918424;2;14/04/2022;0;;;FALTA DE ESTOQUE
18094299;7896658032110;3;14/04/2022;0;;;PRODUTO DESCONTINUADO
18094302;7896181907176;1;14/04/2022;1;1;00000000000001469980;ATENDIDO
18094302;7896658000560;2;14/04/2022;0;;;FALTA DE ESTOQUE
18094329;7896181904298;6;14/04/2022;6;6;00000000000000748932;ATENDIDO
18094329;7896181911159;6;14/04/2022;0;;;FALTA DE ESTOQUE
18094363;7896181914280;12;14/04/2022;1;1;00000000000018783622;FALTA DE ESTOQUE
18094364;7896181904946;5;14/04/2022;5;5;00000000000006887028;ATENDIDO
18094368;7896181920540;3;14/04/2022;3;3;00000000000000748933;ATENDIDO
18094368;7896658036354;3;14/04/2022;3;3;00000000000000748933;ATENDIDO
18094409;7896181918943;1;14/04/2022;1;1;00000000000001467901;ATENDIDO
18094452;7896181921325;1;14/04/2022;1;1;00000000000016720373;ATENDIDO
18094464;7896181914280;18;14/04/2022;0;;;FALTA DE ESTOQUE
18094464;7896181915034;50;14/04/2022;50;50;00000000000007265738;ATENDIDO
18094502;7896181915171;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094502;7896658003516;1;14/04/2022;1;1;00000000000016721801;ATENDIDO
18094506;7896658034398;1;14/04/2022;1;1;00000000000016075284;ATENDIDO
18094538;7896658001079;1;14/04/2022;1;1;00000000000016072342;ATENDIDO
18094571;7896658023354;1;14/04/2022;1;1;00000000000016726445;ATENDIDO
18094571;7896658026195;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094573;7896658000089;1;14/04/2022;1;1;00000000000016072250;ATENDIDO
18094573;7896658008801;1;14/04/2022;1;1;00000000000016072250;ATENDIDO
18094577;7896658003547;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094577;7896658021640;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094585;7896658003172;1;14/04/2022;1;1;00000000000016720741;ATENDIDO
18094589;7896658035944;4;14/04/2022;0;;;FALTA DE ESTOQUE
18094590;7896658000089;2;14/04/2022;2;2;00000000000016073638;ATENDIDO
18094590;7896658019562;1;14/04/2022;1;1;00000000000016073638;ATENDIDO
18094590;7896658023101;1;14/04/2022;1;1;00000000000016073638;ATENDIDO
18094633;7896658003189;6;14/04/2022;0;;;FALTA DE ESTOQUE
18094635;7896658003554;3;14/04/2022;0;;;FALTA DE ESTOQUE
18094640;7896181909361;2;14/04/2022;0;;;FALTA DE ESTOQUE
18094640;7896181916826;2;14/04/2022;2;2;00000000000006493837;ATENDIDO
18094640;7896181918707;4;14/04/2022;4;4;00000000000006493837;ATENDIDO
18094677;7896181918707;12;14/04/2022;12;12;00000000000006493935;ATENDIDO
18094678;7896658027796;1;14/04/2022;1;1;00000000000016075643;ATENDIDO
18094681;7896658001079;3;14/04/2022;0;;;FALTA DE ESTOQUE
18094694;7896181907077;8;14/04/2022;0;;;PRODUTO DESCONTINUADO
18094694;7896181918684;12;14/04/2022;12;12;00000000000000427300;ATENDIDO
18094700;7896181909361;3;14/04/2022;0;;;FALTA DE ESTOQUE
18094702;7896181918424;6;14/04/2022;0;;;FALTA DE ESTOQUE
18093505;7896658005336;1;14/04/2022;1;1;00000000000016073724;ATENDIDO
18093505;7896658008115;2;14/04/2022;2;2;00000000000016073724;ATENDIDO
18093505;7896658036989;1;14/04/2022;1;1;00000000000016073724;ATENDIDO
18093511;7896658001079;1;14/04/2022;1;1;00000000000016073474;ATENDIDO
18093511;7896658008115;1;14/04/2022;1;1;00000000000016073474;ATENDIDO
18093511;7896658011573;1;14/04/2022;0;;;FALTA DE ESTOQUE
18093516;7896658012303;4;14/04/2022;4;4;00000000000018788108;ATENDIDO
18093518;7896181927693;6;14/04/2022;0;;;FALTA DE ESTOQUE
18093548;7896181909880;3;14/04/2022;3;3;00000000000006886536;ATENDIDO
18093568;7896658001925;2;14/04/2022;2;2;00000000000006016547;ATENDIDO
18093594;7896658005190;5;14/04/2022;0;;;PRODUTO DESCONTINUADO
18093609;7896181901006;60;14/04/2022;0;;;FALTA DE ESTOQUE
18093615;7896181924081;4;14/04/2022;0;;;FALTA DE ESTOQUE
18093615;7896181925866;2;14/04/2022;0;;;FALTA DE ESTOQUE
18093615;7896181928683;45;14/04/2022;45;45;00000000000000305724;ATENDIDO
18093635;7896658021121;10;14/04/2022;0;;;FALTA DE ESTOQUE
18093640;7896658001925;5;14/04/2022;5;5;00000000000016072027;ATENDIDO
18093640;7896658029509;2;14/04/2022;2;2;00000000000016072027;ATENDIDO
18093669;7896658021381;1;14/04/2022;0;;;FALTA DE ESTOQUE
18093671;7896658028205;1;14/04/2022;1;1;00000000000016073394;ATENDIDO
18093671;7896658029318;1;14/04/2022;1;1;00000000000016073394;ATENDIDO
18093671;7896658030451;1;14/04/2022;1;1;00000000000016073394;ATENDIDO
18093671;7896658034220;2;14/04/2022;2;2;00000000000016073394;ATENDIDO
18093671;7896658036996;1;14/04/2022;1;1;00000000000016073394;ATENDIDO
18093674;7896658000652;1;14/04/2022;1;1;00000000000016073717;ATENDIDO
18093674;7896658005176;1;14/04/2022;0;;;FALTA DE ESTOQUE
18093674;7896658005930;1;14/04/2022;0;;;FALTA DE ESTOQUE
18093676;7896658001901;3;14/04/2022;3;3;00000000000016073459;ATENDIDO
18093676;7896658001918;6;14/04/2022;0;;;FALTA DE ESTOQUE
18093681;7896658034435;2;14/04/2022;0;;;FALTA DE ESTOQUE
18093681;7896658034466;1;14/04/2022;0;;;FALTA DE ESTOQUE
18093682;7896658008764;4;14/04/2022;4;4;00000000000006885960;ATENDIDO
18093684;7896181916437;1;14/04/2022;1;1;00000000000016073808;ATENDIDO
18093684;7896181918950;1;14/04/2022;1;1;00000000000016073808;ATENDIDO
18093684;7896658007255;1;14/04/2022;0;;;FALTA DE ESTOQUE
18093684;7896658008801;1;14/04/2022;1;1;00000000000016073808;ATENDIDO
18093684;7896658029561;1;14/04/2022;1;1;00000000000016073808;ATENDIDO
18093687;7896181909248;30;14/04/2022;30;30;00000000000000305977;ATENDIDO
18093689;7896658008788;3;14/04/2022;3;3;00000000000016073684;ATENDIDO
18093698;7896181916086;1;14/04/2022;0;;;FALTA DE ESTOQUE
18093704;7896181920410;36;14/04/2022;36;36;00000000000018783595;ATENDIDO
18093705;7896658004834;5;14/04/2022;5;5;00000000000016074118;ATENDIDO
18093705;7896658026904;1;14/04/2022;1;;;ATENDIDO
18093705;7896658030192;1;14/04/2022;1;1;00000000000016074118;ATENDIDO
18093707;7896181903222;1;14/04/2022;1;1;00000000000016075239;ATENDIDO
18093707;7896181915171;7;14/04/2022;0;;;FALTA DE ESTOQUE
18093707;7896658007170;1;14/04/2022;1;1;00000000000016075239;ATENDIDO
18093711;7896658007309;1;14/04/2022;1;1;00000000000016072098;ATENDIDO
18093711;7896658008788;3;14/04/2022;3;3;00000000000016072098;ATENDIDO
18093716;7896181915072;1;14/04/2022;1;1;00000000000016075736;ATENDIDO
18093716;7896658033582;2;14/04/2022;2;2;00000000000016075736;ATENDIDO
18093719;7896658007286;1;14/04/2022;0;;;FALTA DE ESTOQUE
18093728;7896658001918;5;14/04/2022;0;;;FALTA DE ESTOQUE
18093730;7896181915188;1;14/04/2022;0;;;FALTA DE ESTOQUE
18093730;7896658002120;1;14/04/2022;0;;;FALTA DE ESTOQUE
18093730;7896658036996;1;14/04/2022;1;1;00000000000016075403;ATENDIDO
18093731;7896658001925;6;14/04/2022;6;6;00000000000016073642;ATENDIDO
18093735;7896658001918;2;14/04/2022;0;;;FALTA DE ESTOQUE
18093744;7896658007309;2;14/04/2022;2;2;00000000000006017181;ATENDIDO
18093744;7896658011924;4;14/04/2022;4;4;00000000000006017181;ATENDIDO
18093745;7896181922711;2;14/04/2022;2;2;00000000000006020035;ATENDIDO
18093746;7896658023125;2;14/04/2022;0;;;FALTA DE ESTOQUE
18093750;7896181915171;2;14/04/2022;0;;;FALTA DE ESTOQUE
18093750;7896658007286;1;14/04/2022;0;;;FALTA DE ESTOQUE
18093754;7896658001901;4;14/04/2022;4;4;00000000000016075399;ATENDIDO
18093756;7896181916086;2;14/04/2022;0;;;FALTA DE ESTOQUE
18093756;7896181916451;2;14/04/2022;2;2;00000000000001469843;ATENDIDO
18093756;7896658009518;6;14/04/2022;6;6;00000000000001469843;ATENDIDO
18093756;7896658021640;1;14/04/2022;0;;;FALTA DE ESTOQUE
18093756;7896658027802;1;14/04/2022;1;1;00000000000001469843;ATENDIDO
18093760;7896658012303;1;14/04/2022;0;;;FALTA DE ESTOQUE
18093763;7896658001918;11;14/04/2022;0;;;FALTA DE ESTOQUE
18093763;7896658021428;1;14/04/2022;1;1;00000000000016070879;ATENDIDO
18093765;7896181901341;2;14/04/2022;2;2;00000000000016723420;ATENDIDO
18093768;7896658021640;2;14/04/2022;0;;;FALTA DE ESTOQUE
18093773;7896658021381;1;14/04/2022;0;;;FALTA DE ESTOQUE
18093774;7896658001925;4;14/04/2022;4;4;00000000000016075231;ATENDIDO
18093827;7896181920410;19;14/04/2022;0;;;FALTA DE ESTOQUE
18093835;7896181920410;2;14/04/2022;0;;;FALTA DE ESTOQUE
18093844;7896181920410;4;14/04/2022;4;4;00000000000000305681;ATENDIDO
18093847;7896181920410;12;14/04/2022;12;12;00000000000000305636;ATENDIDO
18093850;7896181920410;10;14/04/2022;10;10;00000000000000305709;ATENDIDO
18093855;7896181920410;75;14/04/2022;75;75;00000000000000305765;ATENDIDO
18093869;7896658001901;4;14/04/2022;4;4;00000000000016073626;ATENDIDO
18093871;7896181920410;10;14/04/2022;10;10;00000000000000305733;ATENDIDO
18093929;7896658001918;13;14/04/2022;0;;;FALTA DE ESTOQUE
18093956;7896658035944;1;14/04/2022;0;;;FALTA DE ESTOQUE
18093970;7896658005930;1;14/04/2022;0;;;FALTA DE ESTOQUE
18093972;7896658027796;2;14/04/2022;2;2;00000000000000748950;ATENDIDO
18093976;7896181916086;5;14/04/2022;0;;;FALTA DE ESTOQUE
18093976;7896658003554;1;14/04/2022;0;;;FALTA DE ESTOQUE
18093976;7896658015168;10;14/04/2022;10;10;00000000000006017201;ATENDIDO
18093976;7896658027130;2;14/04/2022;0;;;FALTA DE ESTOQUE
18093976;7896658033278;1;14/04/2022;1;1;00000000000006017201;ATENDIDO
18093979;7896658001918;2;14/04/2022;0;;;FALTA DE ESTOQUE
18093979;7896658005305;3;14/04/2022;3;3;00000000000016073774;ATENDIDO
18093991;7896658011870;1;14/04/2022;0;;;FALTA DE ESTOQUE
18093995;7896658001901;4;14/04/2022;4;4;00000000000016071449;ATENDIDO
18094002;7896658011870;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094003;7896658001635;3;14/04/2022;3;3;00000000000006016956;ATENDIDO
18094003;7896658018787;1;14/04/2022;1;1;00000000000006016956;ATENDIDO
18094003;7896658028090;2;14/04/2022;0;;;FALTA DE ESTOQUE
18094014;7896658036354;6;14/04/2022;6;6;00000000000006019938;ATENDIDO
18094023;7896658000652;1;14/04/2022;1;1;00000000000016072596;ATENDIDO
18094023;7896658012303;2;14/04/2022;0;;;FALTA DE ESTOQUE
18094023;7896658023361;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094026;7896658000805;2;14/04/2022;2;2;00000000000006016734;ATENDIDO
18094026;7896658009518;6;14/04/2022;0;;;FALTA DE ESTOQUE
18094029;7896658002960;1;14/04/2022;1;1;00000000000004431175;ATENDIDO
18094036;7896658036057;3;14/04/2022;3;3;00000000000018783049;ATENDIDO
18094039;7896181915171;2;14/04/2022;2;2;00000000000006016837;ATENDIDO
18094039;7896658006043;1;14/04/2022;1;1;00000000000006016837;ATENDIDO
18094039;7896658018862;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094068;7896658027802;1;14/04/2022;1;1;00000000000006017182;ATENDIDO
18094074;7896658001925;10;14/04/2022;10;10;00000000000016073420;ATENDIDO
18094083;7896658001925;3;14/04/2022;3;3;00000000000016073819;ATENDIDO
18094087;7896658007996;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094092;7896658023224;1;14/04/2022;1;1;00000000000016073425;ATENDIDO
18094108;7896181918943;2;14/04/2022;2;2;00000000000018783163;ATENDIDO
18094108;7896658018992;1;14/04/2022;1;1;00000000000018783163;ATENDIDO
18094111;7896181918950;1;14/04/2022;1;1;00000000000006493360;ATENDIDO
18094111;7896181920397;1;14/04/2022;1;1;00000000000006493360;ATENDIDO
18094111;7896658027611;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094132;7896181915171;4;14/04/2022;0;;;FALTA DE ESTOQUE
18094132;7896658001079;2;14/04/2022;0;;;FALTA DE ESTOQUE
18094132;7896658008740;1;14/04/2022;1;1;00000000000016720207;ATENDIDO
18094132;7896658015427;1;14/04/2022;1;1;00000000000016720207;ATENDIDO
18094132;7896658020605;1;14/04/2022;1;1;00000000000016720207;ATENDIDO
18094174;7896181924081;3;14/04/2022;0;;;FALTA DE ESTOQUE
18094193;7896658001116;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094193;7896658003189;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094193;7896658005176;1;14/04/2022;1;;;ATENDIDO
18094287;7896181901747;1;14/04/2022;1;1;00000000000001469687;ATENDIDO
18094287;7896658001079;10;14/04/2022;10;10;00000000000001469687;ATENDIDO
18094287;7896658004704;6;14/04/2022;0;;;FALTA DE ESTOQUE
18094298;7896658014345;1;14/04/2022;1;1;00000000000006494254;ATENDIDO
18094302;7896658003516;1;14/04/2022;1;1;00000000000001469980;ATENDIDO
18094302;7896658009518;1;14/04/2022;1;1;00000000000001469980;ATENDIDO
18094302;7896658012419;1;14/04/2022;1;1;00000000000001469980;ATENDIDO
18094312;7896181922667;4;14/04/2022;0;;;FALTA DE ESTOQUE
18094313;7896658022371;1;14/04/2022;1;1;00000000000001469860;ATENDIDO
18094319;7896658001123;1;14/04/2022;1;1;00000000000001470006;ATENDIDO
18094362;7896181901327;1;14/04/2022;1;1;00000000000016719844;ATENDIDO
18094362;7896181909361;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094363;7896181901150;4;14/04/2022;0;;;FALTA DE ESTOQUE
18094363;7896181921363;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094410;7896181915027;5;14/04/2022;5;5;00000000000016071941;ATENDIDO
18094448;7896181928683;180;14/04/2022;0;;;FALTA DE ESTOQUE
18094452;7896181921363;3;14/04/2022;3;3;00000000000016720373;ATENDIDO
18094452;7896181928683;2;14/04/2022;0;;;FALTA DE ESTOQUE
18094464;7896181914303;8;14/04/2022;0;;;FALTA DE ESTOQUE
18094464;7896181915027;50;14/04/2022;50;50;00000000000007265738;ATENDIDO
18094493;7896181920410;150;14/04/2022;0;;;FALTA DE ESTOQUE
18094501;7896181914303;40;14/04/2022;40;40;00000000000004466463;ATENDIDO
18094502;7896658001116;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094506;7896658007309;1;14/04/2022;1;1;00000000000016075284;ATENDIDO
18094506;7896658008825;1;14/04/2022;1;1;00000000000016075284;ATENDIDO
18094537;7896658000805;1;14/04/2022;1;1;00000000000006493746;ATENDIDO
18094537;7896658016516;2;14/04/2022;2;2;00000000000006493746;ATENDIDO
18094562;7896658035944;3;14/04/2022;0;;;FALTA DE ESTOQUE
18094571;7896181907534;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094571;7896658016837;1;14/04/2022;1;1;00000000000016726445;ATENDIDO
18094571;7896658018879;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094573;7896658001789;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094577;7896658018879;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094585;7896658005084;1;14/04/2022;1;1;00000000000016720741;ATENDIDO
18094589;7896658005299;4;14/04/2022;4;4;00000000000006016948;ATENDIDO
18094590;7896658003653;2;14/04/2022;2;2;00000000000016073638;ATENDIDO
18094590;7896658029561;2;14/04/2022;2;2;00000000000016073638;ATENDIDO
18094633;7896658000560;2;14/04/2022;0;;;FALTA DE ESTOQUE
18094633;7896658019531;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094633;7896658036057;1;14/04/2022;1;1;00000000000016720924;ATENDIDO
18094635;7896658002120;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094635;7896658024146;1;14/04/2022;1;1;00000000000016071989;ATENDIDO
18094640;7896181901341;6;14/04/2022;0;;;FALTA DE ESTOQUE
18094640;7896181925149;10;14/04/2022;0;;;FALTA DE ESTOQUE
18094665;7896658023125;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094677;7896181901143;4;14/04/2022;4;4;00000000000006493935;ATENDIDO
18094677;7896181921325;4;14/04/2022;4;4;00000000000006493935;ATENDIDO
18094677;7896658036354;2;14/04/2022;2;2;00000000000006493935;ATENDIDO
18094678;7896181907176;4;14/04/2022;4;4;00000000000016075643;ATENDIDO
18094678;7896658001789;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094681;7896658024887;1;14/04/2022;0;;;FALTA DE ESTOQUE
18094694;7896181907572;2;14/04/2022;2;2;00000000000000427300;ATENDIDO
18094694;7896181909651;12;14/04/2022;12;12;00000000000000427300;ATENDIDO
18094694;7896181921011;8;14/04/2022;8;8;00000000000000427300;ATENDIDO
18094702;7896181901198;4;14/04/2022;4;4;00000000000004467848;ATENDIDO
18094705;7896181909538;6;14/04/2022;6;6;00000000000000306512;ATENDIDO
18094775;7896181915041;12;14/04/2022;12;12;00000000000006018341;ATENDIDO
18094775;7896181925149;6;14/04/2022;0;;;FALTA DE ESTOQUE
18094782;7896658003561;6;14/04/2022;6;6;00000000000006019296;ATENDIDO
18093615;7896181901006;12;14/04/2022;0;;;FALTA DE ESTOQUE
18093615;7896181913542;6;14/04/2022;0;;;PRODUTO DESCONTINUADO
18093630;7896658001918;6;14/04/2022;6;6;00000000000006016821;ATENDIDO
18093635;7896658021428;1;14/04/2022;1;1;00000000000016073507;ATENDIDO
18093635;7896658023132;1;14/04/2022;0;;;FALTA DE ESTOQUE
18093640;7896658005190;1;14/04/2022;1;1;00000000000016072027;ATENDIDO
18093640;7896658012303;3;14/04/2022;0;;;FALTA DE ESTOQUE
18093640;7896658012341;1;14/04/2022;1;1;00000000000016072027;ATENDIDO
18093644;7896658004292;1;14/04/2022;1;1;00000000000016073727;ATENDIDO
18093644;7896658012303;7;14/04/2022;0;;;FALTA DE ESTOQUE
